27-03-2020 23:19:43.733 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.env.PropertySourcesPropertyResolver.Could not find key 'logging.register-shutdown-hook' in any property source
27-03-2020 23:19:43.979 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.web.context.support.StandardServletEnvironment.Initialized StandardServletEnvironment with PropertySources [StubPropertySource@2134098291 {name='servletConfigInitParams', properties=java.lang.Object@7e2975b0}, StubPropertySource@1171088099 {name='servletContextInitParams', properties=java.lang.Object@48822499}, MapPropertySource@702237859 {name='systemProperties', properties={sun.desktop=gnome, awt.toolkit=sun.awt.X11.XToolkit, java.specification.version=11, sun.cpu.isalist=, sun.jnu.encoding=UTF-8, java.class.path=/home/fasil/IdeaProjects/covid19-Rest-api/target/classes:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter/2.0.4.RELEASE/spring-boot-starter-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot/2.0.4.RELEASE/spring-boot-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-context/5.0.8.RELEASE/spring-context-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-autoconfigure/2.0.4.RELEASE/spring-boot-autoconfigure-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter-logging/2.0.4.RELEASE/spring-boot-starter-logging-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/ch/qos/logback/logback-classic/1.2.3/logback-classic-1.2.3.jar:/home/fasil/.m2/repository/ch/qos/logback/logback-core/1.2.3/logback-core-1.2.3.jar:/home/fasil/.m2/repository/org/apache/logging/log4j/log4j-to-slf4j/2.10.0/log4j-to-slf4j-2.10.0.jar:/home/fasil/.m2/repository/org/apache/logging/log4j/log4j-api/2.10.0/log4j-api-2.10.0.jar:/home/fasil/.m2/repository/javax/annotation/javax.annotation-api/1.3.2/javax.annotation-api-1.3.2.jar:/home/fasil/.m2/repository/org/springframework/spring-core/5.0.8.RELEASE/spring-core-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-jcl/5.0.8.RELEASE/spring-jcl-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/yaml/snakeyaml/1.19/snakeyaml-1.19.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter-data-jpa/2.0.4.RELEASE/spring-boot-starter-data-jpa-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter-aop/2.0.4.RELEASE/spring-boot-starter-aop-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/aspectj/aspectjweaver/1.8.13/aspectjweaver-1.8.13.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter-jdbc/2.0.4.RELEASE/spring-boot-starter-jdbc-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/com/zaxxer/HikariCP/2.7.9/HikariCP-2.7.9.jar:/home/fasil/.m2/repository/org/springframework/spring-jdbc/5.0.8.RELEASE/spring-jdbc-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/hibernate/hibernate-core/5.2.17.Final/hibernate-core-5.2.17.Final.jar:/home/fasil/.m2/repository/org/jboss/logging/jboss-logging/3.3.2.Final/jboss-logging-3.3.2.Final.jar:/home/fasil/.m2/repository/org/hibernate/javax/persistence/hibernate-jpa-2.1-api/1.0.2.Final/hibernate-jpa-2.1-api-1.0.2.Final.jar:/home/fasil/.m2/repository/org/javassist/javassist/3.22.0-GA/javassist-3.22.0-GA.jar:/home/fasil/.m2/repository/antlr/antlr/2.7.7/antlr-2.7.7.jar:/home/fasil/.m2/repository/org/jboss/jandex/2.0.3.Final/jandex-2.0.3.Final.jar:/home/fasil/.m2/repository/dom4j/dom4j/1.6.1/dom4j-1.6.1.jar:/home/fasil/.m2/repository/org/hibernate/common/hibernate-commons-annotations/5.0.1.Final/hibernate-commons-annotations-5.0.1.Final.jar:/home/fasil/.m2/repository/javax/transaction/javax.transaction-api/1.2/javax.transaction-api-1.2.jar:/home/fasil/.m2/repository/org/springframework/data/spring-data-jpa/2.0.9.RELEASE/spring-data-jpa-2.0.9.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/data/spring-data-commons/2.0.9.RELEASE/spring-data-commons-2.0.9.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-orm/5.0.8.RELEASE/spring-orm-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-tx/5.0.8.RELEASE/spring-tx-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-beans/5.0.8.RELEASE/spring-beans-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-aspects/5.0.8.RELEASE/spring-aspects-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter-security/2.0.4.RELEASE/spring-boot-starter-security-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-aop/5.0.8.RELEASE/spring-aop-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/security/spring-security-config/5.0.7.RELEASE/spring-security-config-5.0.7.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/security/spring-security-web/5.0.7.RELEASE/spring-security-web-5.0.7.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-expression/5.0.8.RELEASE/spring-expression-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter-web/2.0.4.RELEASE/spring-boot-starter-web-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter-json/2.0.4.RELEASE/spring-boot-starter-json-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jdk8/2.9.6/jackson-datatype-jdk8-2.9.6.jar:/home/fasil/.m2/repository/com/fasterxml/jackson/datatype/jackson-datatype-jsr310/2.9.6/jackson-datatype-jsr310-2.9.6.jar:/home/fasil/.m2/repository/com/fasterxml/jackson/module/jackson-module-parameter-names/2.9.6/jackson-module-parameter-names-2.9.6.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-starter-tomcat/2.0.4.RELEASE/spring-boot-starter-tomcat-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/apache/tomcat/embed/tomcat-embed-core/8.5.32/tomcat-embed-core-8.5.32.jar:/home/fasil/.m2/repository/org/apache/tomcat/embed/tomcat-embed-el/8.5.32/tomcat-embed-el-8.5.32.jar:/home/fasil/.m2/repository/org/apache/tomcat/embed/tomcat-embed-websocket/8.5.32/tomcat-embed-websocket-8.5.32.jar:/home/fasil/.m2/repository/org/hibernate/validator/hibernate-validator/6.0.11.Final/hibernate-validator-6.0.11.Final.jar:/home/fasil/.m2/repository/javax/validation/validation-api/2.0.1.Final/validation-api-2.0.1.Final.jar:/home/fasil/.m2/repository/org/openjfx/javafx.base/11.0.0-SNAPSHOT/javafx.base-11.0.0-SNAPSHOT.jar:/home/fasil/.m2/repository/org/openjfx/javafx.base/11.0.0-SNAPSHOT/javafx.base-11.0.0-SNAPSHOT-linux.jar:/home/fasil/.m2/repository/org/openjfx/javafx.base/11.0.0-SNAPSHOT/javafx.base-11.0.0-SNAPSHOT-mac.jar:/home/fasil/.m2/repository/org/openjfx/javafx.base/11.0.0-SNAPSHOT/javafx.base-11.0.0-SNAPSHOT-win.jar:/home/fasil/.m2/repository/org/springframework/spring-web/5.0.8.RELEASE/spring-web-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/spring-webmvc/5.0.8.RELEASE/spring-webmvc-5.0.8.RELEASE.jar:/home/fasil/.m2/repository/org/apache/commons/commons-lang3/3.7/commons-lang3-3.7.jar:/home/fasil/.m2/repository/org/springframework/boot/spring-boot-devtools/2.0.4.RELEASE/spring-boot-devtools-2.0.4.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/security/spring-security-core/5.0.7.RELEASE/spring-security-core-5.0.7.RELEASE.jar:/home/fasil/.m2/repository/com/fasterxml/jackson/core/jackson-databind/2.9.6/jackson-databind-2.9.6.jar:/home/fasil/.m2/repository/com/fasterxml/jackson/core/jackson-annotations/2.9.0/jackson-annotations-2.9.0.jar:/home/fasil/.m2/repository/com/fasterxml/jackson/core/jackson-core/2.9.6/jackson-core-2.9.6.jar:/home/fasil/.m2/repository/org/mapstruct/mapstruct/1.3.1.Final/mapstruct-1.3.1.Final.jar:/home/fasil/.m2/repository/io/springfox/springfox-swagger2/2.9.2/springfox-swagger2-2.9.2.jar:/home/fasil/.m2/repository/io/swagger/swagger-annotations/1.5.20/swagger-annotations-1.5.20.jar:/home/fasil/.m2/repository/io/swagger/swagger-models/1.5.20/swagger-models-1.5.20.jar:/home/fasil/.m2/repository/io/springfox/springfox-spi/2.9.2/springfox-spi-2.9.2.jar:/home/fasil/.m2/repository/io/springfox/springfox-core/2.9.2/springfox-core-2.9.2.jar:/home/fasil/.m2/repository/net/bytebuddy/byte-buddy/1.7.11/byte-buddy-1.7.11.jar:/home/fasil/.m2/repository/io/springfox/springfox-schema/2.9.2/springfox-schema-2.9.2.jar:/home/fasil/.m2/repository/io/springfox/springfox-swagger-common/2.9.2/springfox-swagger-common-2.9.2.jar:/home/fasil/.m2/repository/io/springfox/springfox-spring-web/2.9.2/springfox-spring-web-2.9.2.jar:/home/fasil/.m2/repository/com/fasterxml/classmate/1.3.4/classmate-1.3.4.jar:/home/fasil/.m2/repository/org/slf4j/slf4j-api/1.7.25/slf4j-api-1.7.25.jar:/home/fasil/.m2/repository/org/springframework/plugin/spring-plugin-core/1.2.0.RELEASE/spring-plugin-core-1.2.0.RELEASE.jar:/home/fasil/.m2/repository/org/springframework/plugin/spring-plugin-metadata/1.2.0.RELEASE/spring-plugin-metadata-1.2.0.RELEASE.jar:/home/fasil/.m2/repository/com/google/guava/guava/28.2-jre/guava-28.2-jre.jar:/home/fasil/.m2/repository/com/google/guava/failureaccess/1.0.1/failureaccess-1.0.1.jar:/home/fasil/.m2/repository/com/google/guava/listenablefuture/9999.0-empty-to-avoid-conflict-with-guava/listenablefuture-9999.0-empty-to-avoid-conflict-with-guava.jar:/home/fasil/.m2/repository/com/google/code/findbugs/jsr305/3.0.2/jsr305-3.0.2.jar:/home/fasil/.m2/repository/org/checkerframework/checker-qual/2.10.0/checker-qual-2.10.0.jar:/home/fasil/.m2/repository/com/google/errorprone/error_prone_annotations/2.3.4/error_prone_annotations-2.3.4.jar:/home/fasil/.m2/repository/com/google/j2objc/j2objc-annotations/1.3/j2objc-annotations-1.3.jar, java.vm.vendor=Ubuntu, sun.arch.data.model=64, java.vendor.url=https://ubuntu.com/, user.timezone=Europe/Rome, os.name=Linux, java.vm.specification.version=11, sun.java.launcher=SUN_STANDARD, user.country=US, sun.boot.library.path=/usr/lib/jvm/java-11-openjdk-amd64/lib, sun.java.command=et.covid19.rest.Application, jdk.debug=release, sun.cpu.endian=little, user.home=/home/fasil, user.language=en, java.specification.vendor=Oracle Corporation, java.version.date=2020-01-14, java.home=/usr/lib/jvm/java-11-openjdk-amd64, file.separator=/, java.vm.compressedOopsMode=32-bit, line.separator=
, java.specification.name=Java Platform API Specification, java.vm.specification.vendor=Oracle Corporation, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, java.awt.headless=true, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=11.0.6+10-post-Ubuntu-2ubuntu2, user.name=fasil, path.separator=:, os.version=5.4.0-18-generic, java.runtime.name=OpenJDK Runtime Environment, file.encoding=UTF-8, spring.beaninfo.ignore=true, java.vm.name=OpenJDK 64-Bit Server VM, java.vendor.url.bug=https://bugs.launchpad.net/ubuntu/+source/openjdk-lts, java.io.tmpdir=/tmp, java.version=11.0.6, user.dir=/home/fasil/IdeaProjects/covid19-Rest-api, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, PID=23521, java.awt.printerjob=sun.print.PSPrinterJob, sun.os.patch.level=unknown, java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib, java.vendor=Ubuntu, java.vm.info=mixed mode, sharing, java.vm.version=11.0.6+10-post-Ubuntu-2ubuntu2, sun.io.unicode.encoding=UnicodeLittle, java.class.version=55.0}}, SystemEnvironmentPropertySource@485112029 {name='systemEnvironment', properties={PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:$ANDROID_HOME/build-tools:$ANDROID_HOME/platform-tools:/snap/bin, LC_MEASUREMENT=it_IT.UTF-8, XAUTHORITY=/run/user/1000/gdm/Xauthority, INVOCATION_ID=89337f2b190345e4a2a00ba7c074255b, XMODIFIERS=@im=ibus, LC_TELEPHONE=it_IT.UTF-8, XDG_DATA_DIRS=/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop, GDMSESSION=ubuntu, LC_TIME=it_IT.UTF-8, GTK_IM_MODULE=ibus, DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus, ANDROID_HOME=/home/fasil/Android/Sdk, XDG_CURRENT_DESKTOP=ubuntu:GNOME, JOURNAL_STREAM=9:43697, SSH_AGENT_PID=1912, QT4_IM_MODULE=ibus, LC_PAPER=it_IT.UTF-8, SESSION_MANAGER=local/fasil:@/tmp/.ICE-unix/2021,unix/fasil:/tmp/.ICE-unix/2021, USERNAME=fasil, LOGNAME=fasil, PWD=/home/fasil/IdeaProjects/covid19-Rest-api, MANAGERPID=1796, IM_CONFIG_PHASE=1, GJS_DEBUG_TOPICS=JS ERROR;JS LOG, SHELL=/bin/bash, LESSOPEN=| /usr/bin/lesspipe %s, LC_ADDRESS=it_IT.UTF-8, GIO_LAUNCHED_DESKTOP_FILE=/home/fasil/.local/share/applications/jetbrains-idea.desktop, OLDPWD=/home/fasil/IdeaProjects/covid19-Rest-api, GNOME_DESKTOP_SESSION_ID=this-is-deprecated, GTK_MODULES=gail:atk-bridge, CLUTTER_IM_MODULE=ibus, LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:, XDG_SESSION_DESKTOP=ubuntu, SHLVL=1, LC_IDENTIFICATION=it_IT.UTF-8, LESSCLOSE=/usr/bin/lesspipe %s %s, LC_MONETARY=it_IT.UTF-8, QT_IM_MODULE=ibus, TERM=xterm-256color, XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg, LANG=en_US.UTF-8, XDG_SESSION_TYPE=x11, DISPLAY=:0, LC_NAME=it_IT.UTF-8, MAVEN_CMD_LINE_ARGS= spring-boot:run, XDG_SESSION_CLASS=user, _=/usr/bin/mvn, GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1, MAVEN_PROJECTBASEDIR=/home/fasil/IdeaProjects/covid19-Rest-api, DESKTOP_SESSION=ubuntu, USER=fasil, XDG_MENU_PREFIX=gnome-, GIO_LAUNCHED_DESKTOP_FILE_PID=21511, QT_ACCESSIBILITY=1, WINDOWPATH=2, TERMINAL_EMULATOR=JetBrains-JediTerm, LC_NUMERIC=it_IT.UTF-8, GJS_DEBUG_OUTPUT=stderr, SSH_AUTH_SOCK=/run/user/1000/keyring/ssh, GNOME_SHELL_SESSION_MODE=ubuntu, XDG_RUNTIME_DIR=/run/user/1000, HOME=/home/fasil}}]
27-03-2020 23:19:44.051 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner.JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
27-03-2020 23:19:44.152 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.env.PropertySourcesPropertyResolver.Could not find key 'context.initializer.classes' in any property source
27-03-2020 23:19:44.158 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.env.PropertySourcesPropertyResolver.Found key 'spring.application.name' in PropertySource 'configurationProperties' with value of type String
27-03-2020 23:19:44.175 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Returning cached instance of singleton bean 'autoConfigurationReport'
27-03-2020 23:19:44.177 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Registering scope 'restart' with implementation [org.springframework.boot.devtools.restart.RestartScopeInitializer$RestartScope@537f9a23]
27-03-2020 23:19:44.190 | API_VERSION_IS_UNDEFINED |  | INFO  | et.covid19.rest.Application.Starting Application on fasil with PID 23521 (/home/fasil/IdeaProjects/covid19-Rest-api/target/classes started by fasil in /home/fasil/IdeaProjects/covid19-Rest-api)
27-03-2020 23:19:44.195 | API_VERSION_IS_UNDEFINED |  | DEBUG | et.covid19.rest.Application.Running with Spring Boot v2.0.4.RELEASE, Spring v5.0.8.RELEASE
27-03-2020 23:19:44.198 | API_VERSION_IS_UNDEFINED |  | INFO  | et.covid19.rest.Application.The following profiles are active: dev
27-03-2020 23:19:44.198 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.boot.SpringApplication.Loading source class et.covid19.rest.Application
27-03-2020 23:19:44.218 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner.JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
27-03-2020 23:19:44.400 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.boot.context.config.ConfigFileApplicationListener.Activated activeProfiles dev
27-03-2020 23:19:44.400 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.boot.context.config.ConfigFileApplicationListener.Loaded config file 'file:/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/application.yml' (classpath:/application.yml)
27-03-2020 23:19:44.401 | API_VERSION_IS_UNDEFINED |  | INFO  | org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext.Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@45de067a: startup date [Fri Mar 27 23:19:44 CET 2020]; root of context hierarchy
27-03-2020 23:19:44.411 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext.Bean factory for org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@45de067a: org.springframework.beans.factory.support.DefaultListableBeanFactory@245908a: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,org.springframework.context.event.internalEventListenerProcessor,org.springframework.context.event.internalEventListenerFactory,application]; root of factory hierarchy
27-03-2020 23:19:44.475 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
27-03-2020 23:19:44.475 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
27-03-2020 23:19:44.499 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Eagerly caching bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' to allow for resolving potential circular references
27-03-2020 23:19:44.538 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
27-03-2020 23:19:44.538 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
27-03-2020 23:19:44.539 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Eagerly caching bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory' to allow for resolving potential circular references
27-03-2020 23:19:44.550 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Finished creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
27-03-2020 23:19:44.600 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Finished creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
27-03-2020 23:19:44.684 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner.JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
27-03-2020 23:19:44.691 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Resolved classpath location [et/covid19/rest/] to resources [URL [file:/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/]]
27-03-2020 23:19:44.695 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Looking for matching resources in directory tree [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest]
27-03-2020 23:19:44.696 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
27-03-2020 23:19:44.703 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/annotations] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
27-03-2020 23:19:44.704 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/aspects] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
27-03-2020 23:19:44.709 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/config] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
27-03-2020 23:19:44.710 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/controllers] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
27-03-2020 23:19:44.711 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/dal] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
