29-03-2020 15:00:36.614 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.env.PropertySourcesPropertyResolver.Could not find key 'logging.register-shutdown-hook' in any property source
, java.specification.name=Java Platform API Specification, java.vm.specification.vendor=Oracle Corporation, java.awt.graphicsenv=sun.awt.X11GraphicsEnvironment, java.awt.headless=true, sun.management.compiler=HotSpot 64-Bit Tiered Compilers, java.runtime.version=11.0.6+10-post-Ubuntu-2ubuntu2, user.name=fasil, path.separator=:, os.version=5.4.0-18-generic, java.runtime.name=OpenJDK Runtime Environment, file.encoding=UTF-8, spring.beaninfo.ignore=true, java.vm.name=OpenJDK 64-Bit Server VM, java.vendor.url.bug=https://bugs.launchpad.net/ubuntu/+source/openjdk-lts, java.io.tmpdir=/tmp, java.version=11.0.6, user.dir=/home/fasil/IdeaProjects/covid19-Rest-api, os.arch=amd64, java.vm.specification.name=Java Virtual Machine Specification, PID=8385, java.awt.printerjob=sun.print.PSPrinterJob, sun.os.patch.level=unknown, java.library.path=/usr/java/packages/lib:/usr/lib/x86_64-linux-gnu/jni:/lib/x86_64-linux-gnu:/usr/lib/x86_64-linux-gnu:/usr/lib/jni:/lib:/usr/lib, java.vendor=Ubuntu, java.vm.info=mixed mode, sharing, java.vm.version=11.0.6+10-post-Ubuntu-2ubuntu2, sun.io.unicode.encoding=UnicodeLittle, java.class.version=55.0}}, SystemEnvironmentPropertySource@2026046942 {name='systemEnvironment', properties={PATH=/usr/local/sbin:/usr/local/bin:/usr/sbin:/usr/bin:/sbin:/bin:/usr/games:/usr/local/games:$ANDROID_HOME/build-tools:$ANDROID_HOME/platform-tools:/snap/bin, LC_MEASUREMENT=it_IT.UTF-8, XAUTHORITY=/run/user/1000/gdm/Xauthority, INVOCATION_ID=1ea1536a56834cae96b6b90d887efc09, XMODIFIERS=@im=ibus, LC_TELEPHONE=it_IT.UTF-8, XDG_DATA_DIRS=/usr/share/ubuntu:/usr/local/share/:/usr/share/:/var/lib/snapd/desktop, GDMSESSION=ubuntu, LC_TIME=it_IT.UTF-8, GTK_IM_MODULE=ibus, DBUS_SESSION_BUS_ADDRESS=unix:path=/run/user/1000/bus, ANDROID_HOME=/home/fasil/Android/Sdk, XDG_CURRENT_DESKTOP=ubuntu:GNOME, JOURNAL_STREAM=9:42193, SSH_AGENT_PID=1599, QT4_IM_MODULE=ibus, LC_PAPER=it_IT.UTF-8, SESSION_MANAGER=local/fasil:@/tmp/.ICE-unix/1701,unix/fasil:/tmp/.ICE-unix/1701, USERNAME=fasil, LOGNAME=fasil, PWD=/home/fasil/IdeaProjects/covid19-Rest-api, MANAGERPID=1490, IM_CONFIG_PHASE=1, GJS_DEBUG_TOPICS=JS ERROR;JS LOG, SHELL=/bin/bash, LESSOPEN=| /usr/bin/lesspipe %s, LC_ADDRESS=it_IT.UTF-8, GIO_LAUNCHED_DESKTOP_FILE=/home/fasil/.local/share/applications/jetbrains-idea.desktop, OLDPWD=/home/fasil/IdeaProjects/covid19-Rest-api, GNOME_DESKTOP_SESSION_ID=this-is-deprecated, GTK_MODULES=gail:atk-bridge, CLUTTER_IM_MODULE=ibus, LS_COLORS=rs=0:di=01;34:ln=01;36:mh=00:pi=40;33:so=01;35:do=01;35:bd=40;33;01:cd=40;33;01:or=40;31;01:mi=00:su=37;41:sg=30;43:ca=30;41:tw=30;42:ow=34;42:st=37;44:ex=01;32:*.tar=01;31:*.tgz=01;31:*.arc=01;31:*.arj=01;31:*.taz=01;31:*.lha=01;31:*.lz4=01;31:*.lzh=01;31:*.lzma=01;31:*.tlz=01;31:*.txz=01;31:*.tzo=01;31:*.t7z=01;31:*.zip=01;31:*.z=01;31:*.dz=01;31:*.gz=01;31:*.lrz=01;31:*.lz=01;31:*.lzo=01;31:*.xz=01;31:*.zst=01;31:*.tzst=01;31:*.bz2=01;31:*.bz=01;31:*.tbz=01;31:*.tbz2=01;31:*.tz=01;31:*.deb=01;31:*.rpm=01;31:*.jar=01;31:*.war=01;31:*.ear=01;31:*.sar=01;31:*.rar=01;31:*.alz=01;31:*.ace=01;31:*.zoo=01;31:*.cpio=01;31:*.7z=01;31:*.rz=01;31:*.cab=01;31:*.wim=01;31:*.swm=01;31:*.dwm=01;31:*.esd=01;31:*.jpg=01;35:*.jpeg=01;35:*.mjpg=01;35:*.mjpeg=01;35:*.gif=01;35:*.bmp=01;35:*.pbm=01;35:*.pgm=01;35:*.ppm=01;35:*.tga=01;35:*.xbm=01;35:*.xpm=01;35:*.tif=01;35:*.tiff=01;35:*.png=01;35:*.svg=01;35:*.svgz=01;35:*.mng=01;35:*.pcx=01;35:*.mov=01;35:*.mpg=01;35:*.mpeg=01;35:*.m2v=01;35:*.mkv=01;35:*.webm=01;35:*.ogm=01;35:*.mp4=01;35:*.m4v=01;35:*.mp4v=01;35:*.vob=01;35:*.qt=01;35:*.nuv=01;35:*.wmv=01;35:*.asf=01;35:*.rm=01;35:*.rmvb=01;35:*.flc=01;35:*.avi=01;35:*.fli=01;35:*.flv=01;35:*.gl=01;35:*.dl=01;35:*.xcf=01;35:*.xwd=01;35:*.yuv=01;35:*.cgm=01;35:*.emf=01;35:*.ogv=01;35:*.ogx=01;35:*.aac=00;36:*.au=00;36:*.flac=00;36:*.m4a=00;36:*.mid=00;36:*.midi=00;36:*.mka=00;36:*.mp3=00;36:*.mpc=00;36:*.ogg=00;36:*.ra=00;36:*.wav=00;36:*.oga=00;36:*.opus=00;36:*.spx=00;36:*.xspf=00;36:, XDG_SESSION_DESKTOP=ubuntu, SHLVL=1, LC_IDENTIFICATION=it_IT.UTF-8, LESSCLOSE=/usr/bin/lesspipe %s %s, LC_MONETARY=it_IT.UTF-8, QT_IM_MODULE=ibus, TERM=xterm-256color, XDG_CONFIG_DIRS=/etc/xdg/xdg-ubuntu:/etc/xdg, LANG=en_US.UTF-8, XDG_SESSION_TYPE=x11, DISPLAY=:0, LC_NAME=it_IT.UTF-8, MAVEN_CMD_LINE_ARGS= spring-boot:run, XDG_SESSION_CLASS=user, _=/usr/bin/mvn, GPG_AGENT_INFO=/run/user/1000/gnupg/S.gpg-agent:0:1, MAVEN_PROJECTBASEDIR=/home/fasil/IdeaProjects/covid19-Rest-api, DESKTOP_SESSION=ubuntu, USER=fasil, XDG_MENU_PREFIX=gnome-, GIO_LAUNCHED_DESKTOP_FILE_PID=2099, QT_ACCESSIBILITY=1, WINDOWPATH=2, TERMINAL_EMULATOR=JetBrains-JediTerm, LC_NUMERIC=it_IT.UTF-8, GJS_DEBUG_OUTPUT=stderr, SSH_AUTH_SOCK=/run/user/1000/keyring/ssh, GNOME_SHELL_SESSION_MODE=ubuntu, XDG_RUNTIME_DIR=/run/user/1000, HOME=/home/fasil}}]
29-03-2020 15:00:37.007 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner.JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
29-03-2020 15:00:37.073 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.env.PropertySourcesPropertyResolver.Could not find key 'context.initializer.classes' in any property source
29-03-2020 15:00:37.081 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.env.PropertySourcesPropertyResolver.Found key 'spring.application.name' in PropertySource 'configurationProperties' with value of type String
29-03-2020 15:00:37.095 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Returning cached instance of singleton bean 'autoConfigurationReport'
29-03-2020 15:00:37.098 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Registering scope 'restart' with implementation [org.springframework.boot.devtools.restart.RestartScopeInitializer$RestartScope@3af28dc6]
29-03-2020 15:00:37.112 | API_VERSION_IS_UNDEFINED |  | INFO  | et.covid19.rest.Application.Starting Application on fasil with PID 8385 (/home/fasil/IdeaProjects/covid19-Rest-api/target/classes started by fasil in /home/fasil/IdeaProjects/covid19-Rest-api)
29-03-2020 15:00:37.117 | API_VERSION_IS_UNDEFINED |  | DEBUG | et.covid19.rest.Application.Running with Spring Boot v2.0.4.RELEASE, Spring v5.0.8.RELEASE
29-03-2020 15:00:37.120 | API_VERSION_IS_UNDEFINED |  | INFO  | et.covid19.rest.Application.The following profiles are active: dev
29-03-2020 15:00:37.124 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.boot.SpringApplication.Loading source class et.covid19.rest.Application
29-03-2020 15:00:37.141 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner.JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
29-03-2020 15:00:37.358 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.boot.context.config.ConfigFileApplicationListener.Activated activeProfiles dev
29-03-2020 15:00:37.359 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.boot.context.config.ConfigFileApplicationListener.Loaded config file 'file:/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/application.yml' (classpath:/application.yml)
29-03-2020 15:00:37.360 | API_VERSION_IS_UNDEFINED |  | INFO  | org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext.Refreshing org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5f2892f5: startup date [Sun Mar 29 15:00:37 CEST 2020]; root of context hierarchy
29-03-2020 15:00:37.372 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext.Bean factory for org.springframework.boot.web.servlet.context.AnnotationConfigServletWebServerApplicationContext@5f2892f5: org.springframework.beans.factory.support.DefaultListableBeanFactory@3673cc0a: defining beans [org.springframework.context.annotation.internalConfigurationAnnotationProcessor,org.springframework.context.annotation.internalAutowiredAnnotationProcessor,org.springframework.context.annotation.internalRequiredAnnotationProcessor,org.springframework.context.annotation.internalCommonAnnotationProcessor,org.springframework.context.annotation.internalPersistenceAnnotationProcessor,org.springframework.context.event.internalEventListenerProcessor,org.springframework.context.event.internalEventListenerFactory,application]; root of factory hierarchy
29-03-2020 15:00:37.431 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Creating shared instance of singleton bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
29-03-2020 15:00:37.432 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
29-03-2020 15:00:37.469 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Eagerly caching bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor' to allow for resolving potential circular references
29-03-2020 15:00:37.494 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Creating shared instance of singleton bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
29-03-2020 15:00:37.494 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
29-03-2020 15:00:37.495 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Eagerly caching bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory' to allow for resolving potential circular references
29-03-2020 15:00:37.511 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Finished creating instance of bean 'org.springframework.boot.autoconfigure.internalCachingMetadataReaderFactory'
29-03-2020 15:00:37.611 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.beans.factory.support.DefaultListableBeanFactory.Finished creating instance of bean 'org.springframework.context.annotation.internalConfigurationAnnotationProcessor'
29-03-2020 15:00:37.698 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.context.annotation.ClassPathBeanDefinitionScanner.JSR-250 'javax.annotation.ManagedBean' found and supported for component scanning
29-03-2020 15:00:37.715 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Resolved classpath location [et/covid19/rest/] to resources [URL [file:/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/]]
29-03-2020 15:00:37.716 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Looking for matching resources in directory tree [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest]
29-03-2020 15:00:37.717 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
29-03-2020 15:00:37.726 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/annotations] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
29-03-2020 15:00:37.727 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/aspects] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
29-03-2020 15:00:37.729 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/config] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
29-03-2020 15:00:37.730 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/controllers] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
29-03-2020 15:00:37.740 | API_VERSION_IS_UNDEFINED |  | DEBUG | org.springframework.core.io.support.PathMatchingResourcePatternResolver.Searching directory [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/dal] for files matching pattern [/home/fasil/IdeaProjects/covid19-Rest-api/target/classes/et/covid19/rest/**/*.class]
